,moc_id,tow_id,cruise_number,date_time,date,station_number,time,depth_m,temp_DegC,sal,net_angle,record_number,V10,V11,time_bins_in_sec,net_number
4827,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,489.949,8,NA,21,25.8,34.80985,51,132,62
4828,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,493.4169,8,NA,21,25.79,34.81745,56,0,62
4829,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,0,8,NA,21,25.79,34.82481,51,1,31
4830,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,3.669063,9,NA,19,25.8,34.81782,47,2,61
4831,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,29.97987,6.62527,9,NA,19,25.8,34.81782,51,3,62
4832,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,9.623996,9,NA,20,25.8,34.81751,50,4,62
4833,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,-15.00366,13.11433,9,NA,19,25.8,34.81782,51,5,61
4834,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,14.98994,16.38119,9,NA,20,25.8,34.81751,50,5,61
4835,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,-15.00366,19.17345,9,NA,20,25.8,34.81751,50,6,31
4836,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,22.36725,9,NA,20,25.8,34.81751,50,7,62
4837,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,25.56104,9,NA,20,25.8,34.81751,48,8,61
4838,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,28.66913,9,NA,21,25.8,34.8172,51,9,62
4839,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,-15.00366,32.00659,9,NA,21,25.8,34.8172,46,9,62
4840,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,35.42935,9,NA,21,25.8,34.8172,50,10,31
4841,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,38.62315,9,NA,21,25.8,34.8172,48,11,61
4842,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,41.93152,9,NA,21,25.8,34.80985,47,12,62
4843,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,45.29709,9,NA,21,25.8,34.80985,47,12,62
4844,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,47.67118,9,NA,21,25.79,34.81745,46,13,31
4845,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,50.89392,9,NA,22,25.79,34.81715,47,14,61
4846,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,-14.98994,54.25949,9,NA,22,25.79,34.81715,45,14,61
4847,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,56.91949,9,NA,21,25.79,34.81745,46,15,31
4848,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,15.00366,59.33654,9,NA,19,25.8,34.81782,46,16,61
4849,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,29.97987,62.15922,9,NA,19,25.8,34.81782,46,17,62
4850,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,64.9819,9,NA,18,25.8,34.81813,45,18,62
4851,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,15.00366,67.4619,9,NA,18,25.81,34.81052,49,19,62
4852,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,70.47323,9,NA,18,25.81,34.81052,46,20,61
4853,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,73.90156,9,NA,18,25.8,34.81813,48,20,61
4854,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,76.80939,9,NA,19,25.81,34.81021,46,21,31
4855,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,-15.00366,80.03213,9,NA,18,25.8,34.81813,46,22,62
4856,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,15.00366,83.25487,9,NA,19,25.81,34.81021,47,22,62
4857,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,-14.98994,85.82908,9,NA,19,25.8,34.81782,45,23,31
4858,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,88.48908,9,NA,19,25.8,34.81782,47,24,62
4859,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,91.85464,9,NA,19,25.8,34.81782,46,25,62
4860,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,95.07739,9,NA,19,25.8,34.81782,46,25,62
4861,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,97.69447,9,NA,20,25.8,34.81015,46,26,31
4862,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,-15.00366,101.1172,9,NA,20,25.8,34.81015,44,27,62
4863,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,104.6545,9,NA,20,25.79,34.81777,46,27,62
4864,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,107.2716,9,NA,20,25.79,34.81777,45,28,31
4865,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,109.9316,9,NA,19,25.8,34.81047,46,29,62
4866,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,15.00366,113.1543,9,NA,17,25.8,34.8111,43,30,62
4867,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,30.00733,115.9485,9,NA,16,25.8,34.81876,46,31,61
4868,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,14.98994,118.3711,9,NA,17,25.8,34.81845,46,31,61
4869,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,-15.00366,120.9938,9,NA,17,25.8,34.81845,45,32,31
4870,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,123.6738,9,NA,17,25.8,34.8111,46,33,62
4871,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,126.4964,9,NA,17,25.8,34.81845,45,34,61
4872,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,129.7764,9,NA,17,25.81,34.80347,46,34,61
4873,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,132.3935,9,NA,17,25.8,34.8111,44,35,31
4874,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,135.7308,9,NA,17,25.8,34.81845,46,36,62
4875,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,138.9535,9,NA,17,25.8,34.81845,45,36,62
4876,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,141.4135,9,NA,17,25.8,34.81845,45,37,31
4877,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,143.8735,9,NA,17,25.8,34.81845,46,38,62
4878,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,147.0962,9,NA,17,25.81,34.81083,46,39,61
4879,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,150.3189,9,NA,17,25.8,34.81845,45,39,61
4880,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,152.7789,9,NA,17,25.8,34.8111,46,40,31
4881,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,156.0017,9,NA,17,25.8,34.8111,44,41,62
4882,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,159.3389,9,NA,17,25.8,34.8111,46,42,61
4883,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,162.5617,9,NA,17,25.8,34.81845,46,42,61
4884,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,164.9787,9,NA,17,25.8,34.81845,44,43,31
4885,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,168.316,9,NA,17,25.8,34.81845,46,44,62
4886,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,171.5387,9,NA,16,25.8,34.81876,46,45,61
4887,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,14.98994,174.5614,9,NA,16,25.8,34.81139,47,45,61
4888,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,176.7354,9,NA,16,25.79,34.81901,46,46,31
4889,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,179.7581,9,NA,16,25.8,34.81139,47,47,62
4890,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,182.7234,9,NA,16,25.8,34.81139,46,47,62
4891,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,184.9404,9,NA,16,25.8,34.81876,47,48,31
4892,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,187.3145,9,NA,16,25.8,34.81139,45,49,62
4893,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,190.5945,9,NA,16,25.8,34.81876,48,50,61
4894,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,193.7026,9,NA,14,25.8,34.81202,47,51,62
4895,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,30.00733,196.4678,9,NA,12,25.81,34.81238,45,52,62
4896,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,30.00733,199.7678,9,NA,13,25.81,34.81207,48,52,62
4897,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,-15.00366,202.2751,9,NA,13,25.81,34.81207,47,53,31
4898,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,204.8402,9,NA,13,25.8,34.81233,47,54,62
4899,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,207.4052,9,NA,13,25.8,34.81233,48,55,62
4900,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,210.3131,9,NA,13,25.81,34.81207,47,55,62
4901,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,212.8873,9,NA,13,25.8,34.81233,47,56,31
4902,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,216.0527,9,NA,13,25.8,34.81233,48,57,62
4903,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,219.1608,9,NA,13,25.8,34.81233,47,58,62
4904,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,222.3263,9,NA,13,25.8,34.81968,47,58,62
4905,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,224.7004,9,NA,13,25.8,34.81968,46,59,31
4906,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,227.9231,9,NA,13,25.8,34.81233,48,60,62
4907,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,231.0312,9,NA,13,25.8,34.81968,45,61,62
4908,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,234.3112,9,NA,13,25.8,34.81968,47,61,62
4909,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,236.6853,9,NA,13,25.8,34.81233,46,62,31
4910,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,239.908,9,NA,13,25.8,34.81968,45,63,62
4911,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,243.188,9,NA,13,25.8,34.81968,45,63,62
4912,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,245.648,9,NA,13,25.8,34.81233,45,64,31
4913,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,248.108,9,NA,13,25.8,34.81968,45,65,62
4914,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,251.388,9,NA,13,25.8,34.81233,46,66,62
4915,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,254.6107,9,NA,11,25.8,34.81296,46,67,62
4916,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,30.00733,257.4334,9,NA,11,25.8,34.82031,47,68,61
4917,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,260.9899,9,NA,11,25.8,34.82031,47,68,61
4918,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,263.7551,9,NA,11,25.8,34.82031,46,69,31
4919,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,266.5778,9,NA,11,25.8,34.82031,46,70,62
4920,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,269.4005,9,NA,11,25.81,34.81269,45,70,62
4921,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,271.8605,9,NA,11,25.8,34.81296,46,71,31
4922,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,274.2776,9,NA,11,25.8,34.82031,45,72,62
4923,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,277.5576,9,NA,11,25.8,34.82031,46,73,61
4924,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,280.7803,9,NA,11,25.81,34.81269,45,73,61
4925,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,283.2403,9,NA,11,25.81,34.81269,44,74,31
4926,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,286.5776,9,NA,11,25.8,34.82031,46,75,62
4927,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,289.8003,9,NA,11,25.81,34.81269,44,75,62
4928,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,292.3032,9,NA,11,25.8,34.82031,46,76,31
4929,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,294.7203,9,NA,11,25.81,34.81269,45,77,62
4930,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,298.0003,9,NA,11,25.81,34.81269,45,78,62
4931,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,301.2803,9,NA,10,25.81,34.813,46,79,61
4932,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,14.98994,304.303,9,NA,8,25.81,34.81362,45,80,62
4933,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,30.00733,307.803,9,NA,8,25.81,34.81362,46,80,62
4934,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,310.4256,9,NA,8,25.81,34.80627,48,81,31
4935,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,312.9329,9,NA,8,25.81,34.81362,46,82,61
4936,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,315.5556,9,NA,8,25.81,34.81362,46,82,61
4937,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,317.5726,9,NA,7,25.81,34.81394,46,83,31
4938,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,15.00366,319.7896,9,NA,5,25.81,34.81456,59,84,61
4939,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,29.97987,321.6334,9,NA,6,25.82,34.80663,51,85,62
4940,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,-15.00366,324.1665,9,NA,6,25.81,34.81425,47,86,62
4941,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,326.9317,9,NA,6,25.81,34.81425,46,86,62
4942,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,329.7543,9,NA,6,25.81,34.81425,45,87,31
4943,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,332.8343,9,NA,7,25.81,34.81394,47,88,62
4944,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,-15.00366,336.4,9,NA,6,25.81,34.81425,42,89,62
4945,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,15.00366,339.8519,9,NA,6,25.81,34.81425,45,89,62
4946,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,342.3119,9,NA,6,25.81,34.81425,43,90,31
4947,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,345.7064,9,NA,7,25.81,34.81394,46,91,62
4948,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,-15.00366,349.1292,9,NA,6,25.81,34.81425,44,91,62
4949,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,15.00366,351.4321,9,NA,6,25.81,34.8216,44,92,31
4950,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,353.935,9,NA,6,25.82,34.80663,44,93,61
4951,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,357.2723,9,NA,6,25.81,34.81425,44,94,62
4952,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,360.6095,9,NA,6,25.81,34.81425,46,94,62
4953,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,362.8266,9,NA,6,25.81,34.81425,43,95,31
4954,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,366.2211,9,NA,6,25.81,34.81425,46,96,62
4955,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,369.4438,9,NA,6,25.81,34.8216,45,96,62
4956,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,371.9038,9,NA,6,25.81,34.81425,46,97,31
4957,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,374.3209,9,NA,6,25.81,34.81425,46,98,61
4958,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,377.5436,9,NA,6,25.81,34.81425,46,98,61
4959,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,379.9607,9,NA,5,25.81,34.81456,45,99,31
4960,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,15.00366,382.2207,9,NA,4,25.81,34.81487,46,100,62
4961,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,15.00366,385.0433,9,NA,3,25.82,34.80757,47,101,61
4962,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,14.98994,387.6084,9,NA,2,25.82,34.81523,48,102,62
4963,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,15.00366,389.9154,9,NA,1,25.82,34.80818,49,103,62
4964,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,15.00366,392.7263,9,NA,0,25.84,34.80063,48,104,62
4965,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,15.00366,395.6101,9,NA,-1,25.84,34.80829,48,105,61
4966,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,14.98994,398.4938,9,NA,-1,25.85,34.80804,49,106,62
4967,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,401.5052,9,NA,-2,25.85,34.80835,50,107,62
4968,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,15.00366,404.4434,9,NA,-2,25.89,34.79262,47,107,62
4969,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,407.0085,9,NA,-1,25.87,34.80753,50,108,31
4970,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,-15.00366,409.8008,9,NA,-2,25.88,34.80022,45,109,62
4971,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,15.00366,412.8807,9,NA,-2,25.88,34.80022,47,110,62
4972,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,415.8461,9,NA,-2,25.98,34.79036,47,110,62
4973,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,418.2202,9,NA,-2,25.9,34.79237,46,111,31
4974,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,421.4429,9,NA,-2,26.01,34.83368,45,112,62
4975,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,424.5229,9,NA,-2,25.94,34.80605,46,113,62
4976,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,427.7457,9,NA,-2,25.98,34.79771,46,113,62
4977,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,430.1627,9,NA,-2,25.96,34.8129,47,114,31
4978,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,433.3282,9,NA,-2,25.99,34.8048,46,115,62
4979,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,436.5509,9,NA,-2,25.96,34.82759,44,116,62
4980,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,439.8882,9,NA,-2,25.93,34.81366,45,116,62
4981,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,442.3482,9,NA,-2,25.98,34.8124,42,117,31
4982,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,445.8,9,NA,-2,25.94,34.80605,45,118,62
4983,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,449.08,9,NA,-2,25.98,34.80505,46,119,61
4984,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,452.3028,9,NA,-2,25.97,34.81999,45,119,61
4985,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,454.7628,9,NA,-2,25.96,34.82025,46,120,31
4986,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,457.9855,9,NA,-2,26.01,34.81899,44,121,62
4987,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,461.3228,9,NA,-2,25.94,34.80605,48,122,61
4988,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,464.4309,9,NA,-2,26,34.81924,43,122,61
4989,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,466.9768,9,NA,-2,25.95,34.81315,45,123,31
4990,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,470.2568,9,NA,-2,25.99,34.81214,48,124,62
4991,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,473.3649,9,NA,-2,26.01,34.82633,43,125,61
4992,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,476.7594,9,NA,-2,25.97,34.81264,46,125,61
4993,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,479.1764,9,NA,-2,26.01,34.81899,45,126,31
4994,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,482.4564,9,NA,-2,26.04,34.81089,46,127,62
4995,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,485.6792,9,NA,-2,26.06,34.80306,45,128,61
4996,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,488.9592,9,NA,-2,26.05,34.81798,45,129,62
4997,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,492.2392,9,NA,-2,26.07,34.81016,49,129,62
4998,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,495.2898,9,NA,-3,26.04,34.81854,46,130,31
4999,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,14.98994,498.3125,9,NA,-2,26.05,34.80331,49,131,62
5000,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,-15.00366,501.3632,9,NA,-2,26.03,34.81114,46,132,62
5001,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,504.5859,9,NA,-2,26,34.81924,50,132,62
5002,TC8604_4_31,TC8604_4,8604,NA,6/25/1986,4,0,506.8307,9,NA,-2,26.01,34.81899,46,133,31
5003,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,510.0534,9,NA,-2,25.98,34.8124,48,1,62
5004,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,0,3.885118,10,NA,-1,25.96,34.81259,46,2,62
5005,TC8604_4_62,TC8604_4,8604,NA,6/25/1986,4,-15.00366,8.913691,10,NA,-1,25.97,34.81968,41,3,62
5006,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,13.8016,10,NA,-1,25.97,34.81234,40,4,61
5007,TC8604_4_61,TC8604_4,8604,NA,6/25/1986,4,0,18.5949,10,NA,-1,25.96,34.81994,39,4,61
5008,TC8604_4_32,TC8604_4,8604,NA,6/25/1986,4,0,22.24446,10,NA,-1,25.96,34.81994,0,0,32
5009,TC8604_5_9,TC8604_5,8604,6/25/1986 11:00,6/25/1986,5,11:00:32,-0.94,5000,0.03684465,0,0,0,0.001423093,0,9
5010,TC8604_5_1,TC8604_5,8604,6/25/1986 11:00,6/25/1986,5,11:00:36,5,5000,0.03679446,58,18,0.1117166,-89.12176,62.85801,1
5011,TC8604_5_1,TC8604_5,8604,6/25/1986 11:00,6/25/1986,5,11:00:40,5,5000,0.03679446,57,19,61.45874,0,96.56519,1
5012,TC8604_5_1,TC8604_5,8604,6/25/1986 11:00,6/25/1986,5,11:00:44,4,5000,0.03679447,57,20,61.51502,15.00366,119.772,1
5013,TC8604_5_1,TC8604_5,8604,6/25/1986 11:00,6/25/1986,5,11:00:48,5,5000,0.03679446,57,21,61.51502,-15.00366,138.2399,1
5014,TC8604_5_1,TC8604_5,8604,6/25/1986 11:00,6/25/1986,5,11:00:52,4,5000,0.03679446,56,22,61.51502,15.00366,153.7797,1
5015,TC8604_5_1,TC8604_5,8604,6/25/1986 11:00,6/25/1986,5,11:00:56,5,5000,0.03679446,57,23,61.45874,-14.98994,157.0082,1
5016,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:00,5,5000,0.03679447,57,24,61.51502,0,160.2367,1
5017,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:04,5,5000,0.03679446,55,25,61.51502,0,163.8169,1
5018,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:08,5,5000,0.03679444,57,26,61.45874,0,167.0454,1
5019,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:12,6,5000,0.03679446,54,27,61.51502,-15.00366,170.901,1
5020,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:16,5,5000,0.03679446,56,27,61.51502,15.00366,173.5434,1
5021,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:20,5,5000,0.03679446,56,28,30.75751,0,176.1859,1
5022,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:24,5,5000,0.03679446,52,29,61.45874,0,179.0631,1
5023,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:28,5,5000,0.03679444,57,30,61.51502,0,181.6459,1
5024,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:32,5,5000,0.03679446,54,31,61.51502,0,184.2039,1
5025,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:36,7,5000,0.03679446,54,31,61.51502,-30.00733,187.3694,1
5026,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:40,6,5000,0.03679446,55,32,30.74343,14.98994,190.2741,1
5027,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:44,7,5000,0.03679446,52,33,61.51502,-15.00366,193.5544,1
5028,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:48,7,5000,0.03679446,53,34,61.51502,0,196.7773,1
5029,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:52,6,5000,0.03679446,55,35,61.51502,15.00366,199.6821,1
5030,TC8604_5_1,TC8604_5,8604,6/25/1986 11:01,6/25/1986,5,11:01:56,6,5000,0.03679446,51,35,61.51502,0,202.4162,1
5031,TC8604_5_1,TC8604_5,8604,6/25/1986 11:02,6/25/1986,5,11:02:00,7,5000,0.03679446,52,36,30.74343,-15.00366,205.495,1
5032,TC8604_5_1,TC8604_5,8604,6/25/1986 11:02,6/25/1986,5,11:02:04,6,5000,0.03679446,54,37,61.51502,15.00366,208.053,1
5033,TC8604_5_1,TC8604_5,8604,6/25/1986 11:02,6/25/1986,5,11:02:08,6,5000,0.03679446,51,38,61.45874,0,210.7871,1
5034,TC8604_5_1,TC8604_5,8604,6/25/1986 11:03,6/25/1986,5,11:03:16,0.3,0,26.53506,0,0,0,-0.000452307,0,1
5035,TC8604_5_1,TC8604_5,8604,6/25/1986 11:03,6/25/1986,5,11:03:17,8,25.91,34.80372,51,51,0.3152499,-462.1128,194.8646,1
5036,TC8604_5_1,TC8604_5,8604,6/25/1986 11:03,6/25/1986,5,11:03:20,8,25.9,34.80397,51,51,0.3152499,0,292.2969,1
5037,TC8604_5_1,TC8604_5,8604,6/25/1986 11:03,6/25/1986,5,11:03:24,9,25.9,34.80366,51,52,35.13305,-14.98994,358.81,1
